ESPH1705148347 ESPH1704373126 USAM0071494672
USAM0001257834 USAH0002328772 USAM0001196645
USAH0002328772 00000000000000 00000000000000
USAH0003497959 USAH0003192381 USAM0001051665
USAH0003192381 00000000000000 00000000000000
USAH0003647390 00000000000000 00000000000000
FRAH3512525247 FRAH3596019586 FRAM3590029787
FRAH3596019586 FRAH3540206932 FRAM6387006535
FRAM6387006535 USAH0010875439 USAM0001806201
USAH0010875439 USAH0009631640 USAM0001667366
USAH0009631640 USAH0007143209 USAM0001491007
USAH0007143209 USAH0005497941 USAM0001347940
USAH0005497941 USAH0004872512 USAM0001210286
USAH0004872512 USAH0004702749 USAM0001139159
USAM0001139159 USAH0002304541 USAM0000895911
USAH0002304541 00000000000000 00000000000000
USAH0004702749 USAH0003698262 USAM0001090258
USAH0003698262 00000000000000 00000000000000
FRAH3540206932 00000000000000 00000000000000
ESPH1705358127 ESPH1704620222 USAM0074414125
ESPH1704620222 ESPH1704321764 USAM0072436632
ESPH1704321764 ESPH1703948692 USAM0070477026
ESPH1703948692 ESPH1703441372 USAM0070803503
USAM0070803503 USAH0062669951 ITAM7990915143
USAH0062669951 USAH0062669860 USAM0060597003
USAH0062669860 USAH0060462652 GBRM0000598172
USAH0060462652 USAH0018030384 USAM0002294436
USAH0018030384 USAH0015908341 USAM0002160458
USAH0015908341 USAH0014890119 USAM0002103297
USAH0014890119 USAH0013586096 CANM0000383622
ESPH1703441372 ESPH1703071911 USAM0207184639
USAM0207184639 USAH0017037800 USAM0002250783
USAH0017037800 USAH0015421153 USAM0002114601
USAH0015421153 USAH0014299205 CANM0000392457
ESPH1703071911 ESPH1702763657 USAM0132973942
ESPH1702763657 ESPH1702320642 ITAM8000125915
ITAM8000125915 USAH0017320391 USAM0002290977
USAH0017320391 USAH0014739104 USAM0002160458
USAH0014739104 USAH0012895802 USAM0001983348
ESPH1702320642 FRAH2296031987 CANM0006172408
CANM0006172408 CANH0005027636 CANM0000382748
CANH0005027636 CANH0004547912 CANM0000352790
CANH0004547912 CANH0004056521 CANM0000363162
CANH0004056521 CANH0003411905 CANM0000349040
CANH0003411905 CANH0002941299 CANM0000324652
CANM0000324652 USAH0006868459 USAM0001305460
USAH0006868459 CANH0001924803 USAM0001381027
CANH0001924803 CANH0001497029 CANM0000257174
CANH0001497029 CANH0001299285 USAM0001459996
CANH0001299285 00000000000000 00000000000000
CANH0002941299 CANH0002161686 CANM0000290516
CANH0002161686 CANH0001377020 CANM0000264804
CANH0001377020 00000000000000 00000000000000
FRAH2296031987 FRAH2294027472 FRAM2989000551
FRAM2989000551 FRAH2984033353 USAM0001856904
FRAH2984033353 FRAH2978012978 USAM0001692148
USAM0001692148 USAH0007527422 USAM0001491007
USAH0007527422 USAH0006106728 USAM0001427381
USAH0006106728 USAH0004804489 USAM0001308101
USAH0004804489 USAH0003027517 USAM0001121706
USAH0003027517 00000000000000 00000000000000
FRAH2978012978 FRAH2974021648 USAM0001537570
FRAH2974021648 FRAH2970049726 CANM0000283698
CANM0000283698 USAH0002649438 USAM0001305460
FRAH2970049726 CANH0001867196 CANM0000275932
CANH0001867196 CANH0001692353 CANM0000267701
CANM0000267701 USAH0003111751 USAM0001189593
CANH0001692353 00000000000000 00000000000000
FRAH2294027472 FRAH2288006190 CANM0000392405
FRAH2288006190 00000000000000 00000000000000
ESPH1705150887 ESPH1704620227 USAM0071494672
ESPH1704620227 ESPH1704321783 USAM0072436632
ESPH1704321783 ESPH1703759131 CANM0007925737
ESPH1703759131 ESPH1703500197 USAM0062065919
ESPH1703500197 ESPH1703069042 USAM0062085114
ESPH1703069042 ESPH1702959666 ITAM9990158424
ITAM9990158424 USAH0132884400 USAM0120780521
USAH0132884400 USAH0014524115 USAM0002250783
ESPH1702959666 FRAH3561113817 FRAM3526799901
FRAM3526799901 FRAH3526798826 FRAM5194474885
FRAM5194474885 NLDH0791206762 USAM0002070579
NLDH0791206762 USAH0013463545 USAM0001983348
FRAH3526798826 FRAH3598003651 USAM0002266008
FRAH3598003651 FRAH3595034991 FRAM2991000305
FRAH3595034991 FRAH3592010279 NLDM0316419721
FRAH3592010279 FRAH3586031268 FRAM4483049978
FRAH3586031268 FRAH3583023625 USAM0001734212
USAM0001734212 USAH0007593833 USAM0001432733
USAH0007593833 USAH0006983948 USAM0001427381
USAH0006983948 USAH0006313297 USAM0001237057
USAH0006313297 00000000000000 USAM0001441148
FRAH3583023625 FRAH3576003358 USAM0001663497
FRAH3576003358 FRAH3570186669 USAM0001432733
FRAH3570186669 00000000000000 00000000000000
FRAH3561113817 FRAH3561113721 FRAM2495009528
FRAM2495009528 FRAH8793023019 FRAM5188044982
FRAH8793023019 FRAH2389066358 USAM0002012343
FRAH2389066358 USAH0011852477 USAM0001856904
USAH0011852477 USAH0011027694 USAM0001650414
USAH0011027694 USAH0009562728 USAM0001617266
USAH0009562728 USAH0007585521 USAM0001556373
USAH0007585521 USAH0007268278 USAM0001540141
USAM0001540141 USAH0006083356 USAM0001381027
USAH0006083356 USAH0004450473 USAM0001215995
USAH0007268278 USAH0006344854 USAM0001399197
USAM0001399197 USAH0004227925 USAM0001264035
USAH0006344854 USAH0004227925 CANM0000273925
FRAH3561113721 FRAH3592054983 FRAM5092070985
FRAH3592054983 00000000000000 00000000000000
ESPH1705358104 ESPH1704620517 USAM0074414125
ESPH1704620517 ESPH1704023780 840M3010356442
ESPH1704023780 ESPH1703439669 USAM0063026939
ESPH1703439669 ESPH1702603105 ESPM9202462290
ESPM9202462290 USAH0131471081 USAM0122358313
USAH0131471081 USAH0017378527 USAM0002290977
USAH0017378527 USAH0015209681 USAM0002163822
USAH0015209681 USAH0014620535 USAM0002065871
USAM0002065871 USAH0010935707 USAM0001773417
USAH0014620535 USAH0014031075 USAM0001882141
USAH0014031075 USAH0013263498 USAM0001881163
USAH0013263498 USAH0012072985 USAM0001806201
USAH0012072985 USAH0011208301 USAM0001682485
USAH0011208301 USAH0007393793 USAM0001667366
USAH0007393793 USAH0006713039 USAM0001436806
USAH0006713039 USAH0006189890 USAM0001324688
USAM0001324688 USAH0003870324 USAM0001208003
USAM0001208003 USAH0002375378 USAM0000955097
USAH0002375378 00000000000000 00000000000000
USAH0003870324 USAH0002085752 USAM0001065220
USAH0002085752 00000000000000 00000000000000
USAH0006189890 USAH0005334663 USAM0001214152
USAH0005334663 USAH0004567037 USAM0001189870
USAH0004567037 USAH0003928176 USAM0001157986
USAH0003928176 USAH0003572578 CANM0000189101
USAH0003572578 00000000000000 00000000000000
ESPH1702603105 ESPH1701790134 ESPM9202165029
ESPM9202165029 USAH0014524115 USAM0002250783
ESPH1701790134 ESPH1700867072 ESPM9201484047
ESPM9201484047 USAH0015484121 USAM0002160458
USAH0015484121 USAH0014730999 CANM0000383622
USAH0014730999 USAH0012852920 USAM0001874634
USAH0012852920 USAH0010990512 USAM0001697572
USAH0010990512 USAH0009526036 USAM0001667366
USAH0009526036 USAH0008603962 USAM0001448475
USAM0001448475 USAH0003545001 USAM0001305460
USAH0003545001 USAH0002993755 USAM0000963902
USAM0000963902 XXXH0001873192 USAM0000697789
XXXH0001873192 00000000000000 00000000000000
USAH0002993755 USAH0002760297 USAM0000784721
USAM0000784721 00000000000000 00000000000000
USAH0002760297 00000000000000 00000000000000
USAH0008603962 USAH0005240886 USAM0001483844
ESPH1700867072 ESPHC100012191 USAM0002187350
USAM0002187350 USAH0009804790 USAM0001983348
ESPHC100012191 ESPHC100007655 CANM0000354682
CANM0000354682 USAH0006633327 USAM0001556373
USAH0006633327 USAH0005492704 USAM0001454118
USAM0001454118 USAH0004482901 USAM0001189870
USAH0004482901 USAH0003461974 USAM0001165012
USAH0003461974 USAH0003150958 CANM0000207801
USAH0003150958 00000000000000 00000000000000
USAH0005492704 USAH0004702785 CANM0000260665
USAH0004702785 USAH0003919586 USAM0001028260
USAH0003919586 USAH0003619058 USAM0001153636
USAM0001153636 USAH0002660522 USAM0000938154
USAM0000938154 00000000000000 00000000000000
USAH0002660522 00000000000000 00000000000000
USAH0003619058 USAH0003044890 USAM0000964278
USAM0000964278 00000000000000 00000000000000
USAH0003044890 00000000000000 00000000000000
ESPHC100007655 00000000000000 00000000000000
ESPH1705148342 ESPH1704620519 USAM0072186769
ESPH1704620519 ESPH1704124382 840M3010356442
ESPH1704124382 ESPH0803848476 USAM0070477026
ESPH0803848476 ESPH0802602864 USAM0139164598
USAM0139164598 USAH0137292590 GBRM0000598172
USAH0137292590 USAH0131676570 CANM0010705608
USAH0131676570 USAH0015772031 NLDM0839380546
USAH0015772031 USAH0015083062 USAM0002110205
USAM0002110205 USAH0011789077 USAM0001856904
USAH0011789077 USAH0010770932 USAM0001650414
USAH0010770932 USAH0010062326 USAM0001672151
USAH0010062326 USAH0009439819 USAM0001588639
USAH0009439819 USAH0008522003 USAM0001563453
USAH0008522003 USAH0008521998 USAM0001290716
USAM0001290716 USAH0003696576 USAM0001038118
USAH0003696576 USAH0002645273 USAM0000960472
USAH0002645273 00000000000000 00000000000000
USAH0008521998 USAH0008521993 USAM0001312008
USAH0008521993 00000000000000 00000000000000
USAH0015083062 USAH0014315288 USAM0002171154
USAM0002171154 USAH0012792477 USAM0001983348
USAH0012792477 USAH0011657910 USAM0001806201
USAH0011657910 USAH0011449587 USAM0001635843
USAH0011449587 USAH0009649207 USAM0001647725
USAH0009649207 USAH0007965204 USAM0001441440
USAH0007965204 USAH0006934951 USAM0001427708
USAM0001427708 USAH0004088417 USAM0001237057
USAH0004088417 USAH0002383268 USAM0001086326
USAM0001086326 00000000000000 USAM0000859510
USAH0002383268 00000000000000 00000000000000
USAH0006934951 USAH0005869585 USAM0001393031
USAH0005869585 USAH0004898919 USAM0001215402
USAH0004898919 USAH0004430254 USAM0001105403
USAH0004430254 USAH0003782894 USAM0001075610
USAM0001075610 00000000000000 00000000000000
USAH0003782894 00000000000000 00000000000000
USAH0014315288 USAH0012800820 USAM0001875896
USAH0012800820 USAH0011958667 USAM0001827813
USAM0001827813 USAH0009755155 USAM0001650414
USAH0009755155 USAH0007755917 USAM0001559991
USAH0007755917 USAH0004283535 USAM0001458744
USAH0004283535 USAH0002659846 USAM0001073721
USAM0001073721 00000000000000 00000000000000
USAH0002659846 00000000000000 00000000000000
USAH0011958667 USAH0010989066 USAM0001835604
USAM0001835604 USAH0007861555 USAM0001626813
USAH0007861555 USAH0005565528 USAM0001308101
USAH0005565528 USAH0003603894 USAM0001189870
USAH0003603894 USAH0002940387 USAM0001105281
USAM0001105281 USAH0002540238 USAM0000931354
USAH0002540238 00000000000000 00000000000000
USAH0002940387 USAH0002205510 USAM0000729449
USAH0002205510 USAH0002000331 USAM0000750000
USAH0002000331 00000000000000 00000000000000
USAH0010989066 USAH0009223282 USAM0001687902
USAM0001687902 USAH0007424312 USAM0001491007
USAH0007424312 USAH0006499120 USAM0001427381
USAH0006499120 USAH0005979406 USAM0001425137
USAH0005979406 USAH0005340059 USAM0001236789
USAH0005340059 USAH0004055382 CANM0000268819
CANM0000268819 CANH0000723716 CANM0000239301
USAH0004055382 00000000000000 00000000000000
USAH0009223282 USAH0008152126 USAM0001505219
USAH0008152126 USAH0007654963 USAM0001447246
USAH0007654963 USAH0006825452 USAM0001421695
USAM0001421695 USAH0004434207 CANM0000262728
USAH0004434207 USAH0004076074 CANM0000212300
USAH0004076074 CANH0000712074 CANM0000165436
CANH0000712074 00000000000000 00000000000000
USAH0006825452 USAH0005424274 CANM0000284090
USAH0005424274 USAH0004283489 USAM0001150470
USAH0004283489 USAH0003963370 USAM0001110594
USAH0003963370 USAH0003230734 USAM0001132993
USAH0003230734 USAH0002911485 USAM0000994612
USAM0000994612 00000000000000 00000000000000
USAH0002911485 00000000000000 00000000000000
ESPH0802602864 ESPH0802143265 ESPM0801495182
ESPM0801495182 ESPH0800866021 USAM0002203306
ESPH0800866021 ESPH0800693499 CANM0000392457
ESPH0800693499 ESPH0800526064 USAM0001883228
ESPH0800526064 ESPH0800329138 USAM0001879085
ESPH0800329138 ESPH0800260761 USAM0001727429
USAM0001727429 USAH0007655457 USAM0001432733
USAH0007655457 USAH0006224053 USAM0001383926
USAH0006224053 USAH0005449665 USAM0001435572
USAM0001435572 USAH0004515732 USAM0001373030
USAM0001373030 USAH0003752456 USAM0001152252
USAH0003752456 USAH0003069674 USAM0000925396
USAM0000925396 00000000000000 00000000000000
USAH0003069674 00000000000000 00000000000000
USAH0004515732 USAH0003611045 USAM0001221072
USAM0001221072 USAH0002200939 USAM0001001768
USAM0001001768 00000000000000 00000000000000
USAH0002200939 00000000000000 00000000000000
USAH0003611045 USAH0003233598 USAM0001070701
USAH0003233598 USAH0002900624 USAM0001072329
USAM0001072329 00000000000000 00000000000000
USAH0002900624 00000000000000 00000000000000
USAH0005449665 USAH0003503046 USAM0001353281
USAM0001353281 USAH0003611045 USAM0001169417
USAH0003503046 USAH0002470491 USAM0001070701
USAH0002470491 00000000000000 00000000000000
ESPH0800260761 ITAH1103019924 ITAM1324002250
ITAM1324002250 USAH0008163535 USAM0001427381
USAH0008163535 USAH0007100395 USAM0001393997
USAH0007100395 USAH0005256988 USAM0001496750
USAH0005256988 USAH0004348916 USAM0001305460
USAH0004348916 00000000000000 00000000000000
ITAH1103019924 00000000000000 00000000000000
ESPH0802143265 00000000000000 00000000000000
ESPH1705292282 ESPH1704620539 840M3200824757
ESPH1704620539 ESPH1704124401 CANM0011596142
CANM0011596142 CANH0011230598 840M3006972816
CANH0011230598 USAH0138730651 USAM0065917481
USAH0138730651 USAH0137044405 USAM0131823833
USAH0137044405 USAH0136012191 GBRM0000598172
ESPH1704124401 ESPH1704120328 USAM0070477026
ESPH1704120328 00000000000000 00000000000000
ESPH1705292278 ESPH1704620558 840M3200824757
ESPH1704620558 ESPH1704120296 USAM0070243094
ESPH1704120296 ESPH1703652669 840M3007897669
840M3007897669 USAH0052774526 USAM0062065919
USAH0052774526 USAH0052357927 CANM0010705608
USAH0052357927 USAH0051547373 USAM0122358313
USAH0051547373 USAH0017151055 USAM0002250783
ESPH1703652669 ESPH1703247769 ESPM0802962426
ESPM0802962426 ESPH0802486714 USAM0131823833
ESPH0802486714 ESPH0802145255 USAM0123586443
ESPH0802145255 ESPH0801624968 USAM0017349617
USAM0017349617 USAH0015172400 USAM0002163822
USAH0015172400 USAH0014502186 CANM0000383622
USAH0014502186 USAH0013676975 USAM0001929410
USAH0013676975 USAH0012800015 USAM0001842389
USAH0012800015 USAH0011195566 USAM0001821208
USAH0011195566 USAH0011136146 USAM0001680121
USAM0001680121 USAH0006920828 USAM0001491007
USAH0006920828 USAH0004471882 USAM0001347940
USAH0004471882 USAH0002787567 USAM0000975138
USAH0002787567 00000000000000 00000000000000
USAH0011136146 USAH0008610310 USAM0001583197
USAH0008610310 USAH0007406141 USAM0001428104
USAH0007406141 USAH0006133972 CANM0000275932
USAH0006133972 USAH0004294195 USAM0001252985
USAH0004294195 00000000000000 00000000000000
ESPH0801624968 ESPH0800854121 CANM0005757117
ESPH0800854121 ESPH0800058732 CANM0000382748
ESPH0800058732 ESPH0800046565 CANM0000365515
CANM0000365515 CANH0003104160 USAM0001650414
CANH0003104160 CANH0001990538 USAM0001450228
CANH0001990538 CANH0001630842 CANM0000275932
CANH0001630842 CANH0001217824 CANM0000259542
CANH0001217824 CANH0000856699 CANM0000245631
CANM0000245631 CANH0000859637 CANM0000229962
CANM0000229962 CANH0000628076 CANM0000212300
CANH0000628076 00000000000000 00000000000000
CANH0000859637 00000000000000 CANM0000204118
CANM0000204118 00000000000000 00000000000000
CANH0000856699 CANH0000706103 CANM0000174208
CANH0000706103 00000000000000 00000000000000
ESPH0800046565 ESPH0800045360 CANM0000321631
CANM0000321631 USAH0006479720 USAM0001458744
USAH0006479720 USAH0006024343 USAM0001425137
USAH0006024343 USAH0004212711 CANM0000211464
CANM0000211464 CANH0000639727 CANM0000137532
CANH0000639727 CANH0000374651 CANM0000155159
CANH0000374651 00000000000000 00000000000000
USAH0004212711 USAH0003853072 USAM0001230556
USAM0001230556 USAH0003095208 USAM0001056882
USAH0003095208 00000000000000 00000000000000
USAH0003853072 USAH0003137945 USAM0001167255
USAM0001167255 USAH0003095208 USAM0001099497
USAM0001099497 00000000000000 00000000000000
USAH0003137945 00000000000000 00000000000000
ESPH0800045360 ESPH0800017394 ESPM0900000981
ESPM0900000981 USAH0008000407 USAM0001544226
USAM0001544226 USAH0006492936 CANM0000267150
USAH0006492936 USAH0005623278 USAM0001408738
USAH0005623278 USAH0004774190 USAM0001362009
USAM0001362009 USAH0003149767 USAM0001246708
USAH0003149767 00000000000000 00000000000000
USAH0004774190 USAH0004195635 USAM0001011980
USAH0004195635 USAH0003480949 USAM0000889181
USAH0003480949 USAH0002727560 USAM0000884838
USAH0002727560 00000000000000 00000000000000
USAH0008000407 USAH0006811034 USAM0001417390
USAH0006811034 USAH0005363749 USAM0001459996
USAH0005363749 USAH0004672461 USAM0001325743
USAM0001325743 USAH0003288196 USAM0001209327
USAM0001209327 USAH0003011147 USAM0000924264
USAM0000924264 00000000000000 00000000000000
USAH0003011147 00000000000000 00000000000000
USAH0003288196 USAH0002085101 USAM0000901195
USAH0002085101 00000000000000 00000000000000
USAH0004672461 USAH0004082441 USAM0001267257
USAM0001267257 USAH0003218326 USAM0001138441
USAH0003218326 00000000000000 00000000000000
USAH0004082441 USAH0003695623 USAM0001168616
USAM0001168616 USAH0002777077 USAM0001028260
USAH0003695623 USAH0003170885 USAM0000924264
USAH0003170885 00000000000000 00000000000000
ESPH0800017394 ESPH0800007791 ESPM0800004171
ESPM0800004171 00000000000000 00000000000000
ESPH0800007791 00000000000000 00000000000000
ESPH1703247769 ESPH1702396745 ESPM0802607271
ESPM0802607271 ESPH0801909992 CANM0006947936
ESPH0801909992 ESPH0801279711 USAM0002289419
USAM0002289419 USAH0014382139 USAM0002119526
USAH0014382139 USAH0012707219 USAM0001993040
USAM0001993040 USAH0009804790 USAM0001650414
USAH0012707219 USAH0010267932 USAM0001806201
USAH0010267932 USAH0009101375 USAM0001617266
USAH0009101375 USAH0007898154 USAM0001526128
USAH0007898154 USAH0007124057 USAM0001447141
USAH0007124057 USAH0006670495 USAM0001423213
USAM0001423213 USAH0004291082 USAM0001297169
USAH0004291082 USAH0002724579 USAM0001079736
USAH0006670495 USAH0005188807 USAM0001338728
USAH0005188807 USAH0004486724 USAM0001302422
USAM0001302422 USAH0003512964 USAM0001079736
USAH0004486724 USAH0003703488 USAM0001121706
USAH0003703488 USAH0002850597 USAM0000890463
USAM0000890463 00000000000000 00000000000000
USAH0002850597 00000000000000 00000000000000
ESPH0801279711 ESPH0800956361 CANM0005470579
ESPH0800956361 ESPH0800496214 CANM0000383622
ESPH0800496214 ESPH0800246839 CANM0000363162
ESPH0800246839 ESPH0800162687 ESPM0800014890
ESPM0800014890 ESPH0800069753 USAM0001599022
USAM0001599022 USAH0007860152 USAM0001599021
USAM0001599021 USAH0007860133 USAM0001242799
USAM0001242799 USAH0003584837 USAM0001059819
USAH0003584837 00000000000000 00000000000000
USAH0007860133 CANH0000596405 CANM0000198998
CANH0000596405 00000000000000 00000000000000
USAH0007860152 USAH0007860151 USAM0001599019
USAM0001599019 00000000000000 USAM0000800000
USAH0007860151 00000000000000 00000000000000
